credit_score,dti_ratio,ltv_ratio,loan_amount,annual_income,reserves,employment_years,self_employment_income,utilization_rate,derogatory_marks,property_age,bankruptcies,foreclosures,prior_cancellations,loan_to_income,reserves_to_loan,utilization_norm,income_stability,target
710.0,7.4,100.0,275000.0,112532.5,22774.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4437384755515072,0.08281625454545455,0.0,0.0,0.0
710.0,7.4,100.0,275000.0,112532.5,22774.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4437384755515072,0.08281625454545455,0.0,0.0,0.0
710.0,7.4,100.0,275000.0,112532.5,22774.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4437384755515072,0.08281625454545455,0.0,0.0,0.0
710.0,7.4,100.0,275000.0,112532.5,22774.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4437384755515072,0.08281625454545455,0.0,0.0,0.0
710.0,7.4,100.0,275000.0,112532.5,22774.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4437384755515072,0.08281625454545455,0.0,0.0,0.0
710.0,7.4,100.0,275000.0,112532.5,22774.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4437384755515072,0.08281625454545455,0.0,0.0,0.0
710.0,7.4,100.0,275000.0,112532.5,22774.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4437384755515072,0.08281625454545455,0.0,0.0,0.0
710.0,7.4,100.0,275000.0,112532.5,22774.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4437384755515072,0.08281625454545455,0.0,0.0,0.0
710.0,7.4,100.0,275000.0,112532.5,22774.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4437384755515072,0.08281625454545455,0.0,0.0,0.0
710.0,7.4,100.0,275000.0,112532.5,22774.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4437384755515072,0.08281625454545455,0.0,0.0,0.0
710.0,7.4,100.0,275000.0,112532.5,22774.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4437384755515072,0.08281625454545455,0.0,0.0,0.0
710.0,7.4,100.0,275000.0,112532.5,22774.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4437384755515072,0.08281625454545455,0.0,0.0,0.0
710.0,7.4,100.0,275000.0,112532.5,22774.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4437384755515072,0.08281625454545455,0.0,0.0,0.0
710.0,7.4,100.0,275000.0,112532.5,22774.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4437384755515072,0.08281625454545455,0.0,0.0,0.0
710.0,7.4,100.0,275000.0,112532.5,22774.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4437384755515072,0.08281625454545455,0.0,0.0,0.0
710.0,7.4,100.0,275000.0,112532.5,22774.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4437384755515072,0.08281625454545455,0.0,0.0,0.0
710.0,7.4,100.0,275000.0,112532.5,22774.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4437384755515072,0.08281625454545455,0.0,0.0,0.0
710.0,7.4,100.0,275000.0,112532.5,22774.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4437384755515072,0.08281625454545455,0.0,0.0,0.0
710.0,7.4,100.0,275000.0,112532.5,22774.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4437384755515072,0.08281625454545455,0.0,0.0,0.0
710.0,7.4,100.0,275000.0,112532.5,22774.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4437384755515072,0.08281625454545455,0.0,0.0,0.0
710.0,7.4,100.0,275000.0,112532.5,22774.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4437384755515072,0.08281625454545455,0.0,0.0,0.0
710.0,7.4,100.0,275000.0,112532.5,22774.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4437384755515072,0.08281625454545455,0.0,0.0,0.0
710.0,7.4,100.0,275000.0,112532.5,22774.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4437384755515072,0.08281625454545455,0.0,0.0,0.0
710.0,7.4,100.0,275000.0,112532.5,22774.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4437384755515072,0.08281625454545455,0.0,0.0,0.0
710.0,7.4,100.0,275000.0,112532.5,22774.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4437384755515072,0.08281625454545455,0.0,0.0,0.0
710.0,7.4,100.0,275000.0,112532.5,22774.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4437384755515072,0.08281625454545455,0.0,0.0,0.0
710.0,7.4,100.0,275000.0,112532.5,22774.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4437384755515072,0.08281625454545455,0.0,0.0,0.0
710.0,7.4,100.0,275000.0,112532.5,22774.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4437384755515072,0.08281625454545455,0.0,0.0,0.0
710.0,7.4,100.0,275000.0,112532.5,22774.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4437384755515072,0.08281625454545455,0.0,0.0,0.0
710.0,7.4,100.0,275000.0,112532.5,22774.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4437384755515072,0.08281625454545455,0.0,0.0,0.0
710.0,7.4,100.0,275000.0,112532.5,22774.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4437384755515072,0.08281625454545455,0.0,0.0,0.0
710.0,7.4,100.0,275000.0,112532.5,22774.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4437384755515072,0.08281625454545455,0.0,0.0,0.0
710.0,7.4,100.0,275000.0,112532.5,22774.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4437384755515072,0.08281625454545455,0.0,0.0,0.0
710.0,7.4,100.0,275000.0,112532.5,22774.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4437384755515072,0.08281625454545455,0.0,0.0,0.0
710.0,7.4,100.0,275000.0,112532.5,22774.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4437384755515072,0.08281625454545455,0.0,0.0,0.0
710.0,7.4,100.0,275000.0,112532.5,22774.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4437384755515072,0.08281625454545455,0.0,0.0,0.0
710.0,7.4,100.0,275000.0,112532.5,22774.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4437384755515072,0.08281625454545455,0.0,0.0,0.0
710.0,7.4,100.0,275000.0,112532.5,22774.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4437384755515072,0.08281625454545455,0.0,0.0,0.0
710.0,7.4,100.0,275000.0,112532.5,22774.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4437384755515072,0.08281625454545455,0.0,0.0,0.0
710.0,7.4,100.0,275000.0,112532.5,22774.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4437384755515072,0.08281625454545455,0.0,0.0,0.0
710.0,7.4,100.0,275000.0,112532.5,22774.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4437384755515072,0.08281625454545455,0.0,0.0,0.0
710.0,7.4,100.0,275000.0,112532.5,22774.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4437384755515072,0.08281625454545455,0.0,0.0,0.0
710.0,7.4,100.0,275000.0,112532.5,22774.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4437384755515072,0.08281625454545455,0.0,0.0,0.0
710.0,7.4,100.0,275000.0,112532.5,22774.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4437384755515072,0.08281625454545455,0.0,0.0,0.0
710.0,7.4,100.0,275000.0,112532.5,22774.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4437384755515072,0.08281625454545455,0.0,0.0,0.0
710.0,7.4,100.0,275000.0,112532.5,22774.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4437384755515072,0.08281625454545455,0.0,0.0,0.0
710.0,7.4,100.0,275000.0,112532.5,22774.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4437384755515072,0.08281625454545455,0.0,0.0,0.0
710.0,7.4,100.0,275000.0,112532.5,22774.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4437384755515072,0.08281625454545455,0.0,0.0,0.0
710.0,7.4,100.0,275000.0,112532.5,22774.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4437384755515072,0.08281625454545455,0.0,0.0,0.0
710.0,7.4,100.0,275000.0,112532.5,22774.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4437384755515072,0.08281625454545455,0.0,0.0,0.0
710.0,7.4,100.0,275000.0,112532.5,22774.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4437384755515072,0.08281625454545455,0.0,0.0,0.0
710.0,7.4,100.0,275000.0,112532.5,22774.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4437384755515072,0.08281625454545455,0.0,0.0,0.0
710.0,7.4,100.0,275000.0,112532.5,22774.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4437384755515072,0.08281625454545455,0.0,0.0,0.0
710.0,7.4,100.0,275000.0,112532.5,22774.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4437384755515072,0.08281625454545455,0.0,0.0,0.0
710.0,7.4,100.0,275000.0,112532.5,22774.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4437384755515072,0.08281625454545455,0.0,0.0,0.0
710.0,7.4,100.0,275000.0,112532.5,22774.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4437384755515072,0.08281625454545455,0.0,0.0,0.0
710.0,7.4,100.0,275000.0,112532.5,22774.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4437384755515072,0.08281625454545455,0.0,0.0,0.0
710.0,7.4,100.0,275000.0,112532.5,22774.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4437384755515072,0.08281625454545455,0.0,0.0,0.0
710.0,7.4,100.0,275000.0,112532.5,22774.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4437384755515072,0.08281625454545455,0.0,0.0,0.0
710.0,7.4,100.0,275000.0,112532.5,22774.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4437384755515072,0.08281625454545455,0.0,0.0,0.0
710.0,7.4,100.0,275000.0,112532.5,22774.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4437384755515072,0.08281625454545455,0.0,0.0,0.0
710.0,7.4,100.0,275000.0,112532.5,22774.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4437384755515072,0.08281625454545455,0.0,0.0,0.0
710.0,7.4,100.0,275000.0,112532.5,22774.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4437384755515072,0.08281625454545455,0.0,0.0,0.0
710.0,7.4,100.0,275000.0,112532.5,22774.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4437384755515072,0.08281625454545455,0.0,0.0,0.0
710.0,7.4,100.0,275000.0,112532.5,22774.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4437384755515072,0.08281625454545455,0.0,0.0,0.0
710.0,7.4,100.0,275000.0,112532.5,22774.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4437384755515072,0.08281625454545455,0.0,0.0,0.0
710.0,7.4,100.0,275000.0,112532.5,22774.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4437384755515072,0.08281625454545455,0.0,0.0,0.0
710.0,7.4,100.0,275000.0,112532.5,22774.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4437384755515072,0.08281625454545455,0.0,0.0,0.0
710.0,7.4,100.0,275000.0,112532.5,22774.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4437384755515072,0.08281625454545455,0.0,0.0,0.0
710.0,7.4,100.0,275000.0,112532.5,22774.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4437384755515072,0.08281625454545455,0.0,0.0,0.0
710.0,7.4,100.0,275000.0,112532.5,22774.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4437384755515072,0.08281625454545455,0.0,0.0,0.0
710.0,7.4,100.0,275000.0,112532.5,22774.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4437384755515072,0.08281625454545455,0.0,0.0,0.0
